RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
11426_CER	11426	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11422_CER	11422	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
948_CER	948	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11307_CER	11307	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11505_CER	11505	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
7016_CER	7016	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1058_CER	1058	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11445_CER	11445	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
991_CER	991	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1146_CER	1146	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11500_CER	11500	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6819_CER	6819	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6913_CER	6913	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1950_CER	1950	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
14553_CER	14553	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11258_CER	11258	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11471_CER	11471	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11389_CER	11389	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11372_CER	11372	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
142_CER	142	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
7015_CER	7015	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1960_CER	1960	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6870_CER	6870	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
746_CER	746	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1941_CER	1941	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
849_CER	849	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11381_CER	11381	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11306_CER	11306	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1933_CER	1933	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11290_CER	11290	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11370_CER	11370	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1034_CER	1034	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
766_CER	766	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11264_CER	11264	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1214_CER	1214	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11253_CER	11253	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11440_CER	11440	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1239_CER	1239	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6810_CER	6810	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
886_CER	886	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11281_CER	11281	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11263_CER	11263	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6872_CER	6872	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
783_CER	783	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11412_CER	11412	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11460_CER	11460	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11417_CER	11417	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1200_CER	1200	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11298_CER	11298	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1963_CER	1963	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1964_CER	1964	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1938_CER	1938	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1934_CER	1934	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11294_CER	11294	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1926_CER	1926	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
141_CER	141	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11506_CER	11506	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11475_CER	11475	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11399_CER	11399	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1952_CER	1952	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
933_CER	933	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11300_CER	11300	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11325_CER	11325	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
14549_CER	14549	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6914_CER	6914	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11391_CER	11391	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1036_CER	1036	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1098_CER	1098	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
14552_CER	14552	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11341_CER	11341	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6952_CER	6952	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
937_CER	937	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11424_CER	11424	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11464_CER	11464	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11395_CER	11395	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1958_CER	1958	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11331_CER	11331	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11410_CER	11410	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
896_CER	896	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1937_CER	1937	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11265_CER	11265	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11449_CER	11449	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1000_CER	1000	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6880_CER	6880	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11458_CER	11458	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11492_CER	11492	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11267_CER	11267	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11317_CER	11317	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11499_CER	11499	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11448_CER	11448	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1942_CER	1942	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11295_CER	11295	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11287_CER	11287	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11400_CER	11400	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11337_CER	11337	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
946_CER	946	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11312_CER	11312	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1103_CER	1103	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11377_CER	11377	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11353_CER	11353	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11275_CER	11275	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11291_CER	11291	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1951_CER	1951	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1936_CER	1936	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
966_CER	966	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1944_CER	1944	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11393_CER	11393	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1945_CER	1945	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11404_CER	11404	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1282_CER	1282	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1172_CER	1172	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11485_CER	11485	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11254_CER	11254	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
732_CER	732	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11403_CER	11403	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1166_CER	1166	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11314_CER	11314	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
797_CER	797	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11457_CER	11457	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11498_CER	11498	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11342_CER	11342	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
1085_CER	1085	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
952_CER	952	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11249_CER	11249	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
6821_CER	6821	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11469_CER	11469	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11383_CER	11383	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
11468_CER	11468	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
744_CER	744	AMP-AD	Mayo	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MAYO-V2-Individuals.txt
